gene_name	0	1	2	3	4	5	6	7	8
MUCL1	7.96554107	7.19476154	11.03372685	5.89579613	5.84493111	6.38757221	7.13633959	0.56559718	0.5806815
DEGS2	1.08576455	2.35842306	2.28092351	5.36200756	0.76746219	0.0	3.76277744	0.0	0.0
PRICKLE1	2.22953299	2.27081368	3.91849693	0.40767411	0.28956623	0.03327615	0.30262566	0.01209814	2.47479655
A2ML1	2.47262702	2.82452542	3.89155346	0.23321875	0.47272407	0.48198774	0.59685822	0.02707953	0.05195208
AGR3	3.03017841	4.13590224	4.62005817	8.82790301	0.0	3.52705991	1.85290096	0.0	0.0
RHOV	0.74323797	1.8673317	3.27236145	2.3108953	0.17399959	1.17977642	2.85566826	0.0	0.01752605
SDR16C5	3.53280674	4.47111002	5.30536594	2.18598184	1.34740796	1.10517519	0.75247237	0.03747471	0.02620988
CYP4Z1	3.72266118	0.0726775	5.79561887	4.38843379	0.23656219	0.03796785	6.78528265	0.0	0.05040495
GLYATL2	3.22837894	3.76919241	6.67694124	1.97699677	0.25975182	0.0	0.01066435	0.07472175	0.0
LPCAT4	1.66991764	1.95587958	3.05788584	3.25368678	0.23154412	0.02974734	2.53368391	6.03362006	0.71418445
SGMS1	5.73298142	3.23711206	4.34865969	3.84652067	3.69862259	0.62955091	3.80296032	3.81217393	2.25851892
H19	0.33301475	7.95618529	3.24379362	0.11066695	0.0	8.1750276	2.5573587	5.01803908	2.8335648
EFCAB4A	0.66529531	1.39257911	3.46727948	1.54875046	0.025351	2.13968777	3.0411186	0.01285092	0.0
FRYL	5.37654714	4.70139063	5.02823456	5.06899905	5.65843222	4.35129263	5.64486572	5.0007354	5.47450815
MSL1	3.4157297	7.68493392	5.18461346	5.96915468	3.07015511	7.28911208	8.8922069	4.69112271	4.26915786
ZNF710	1.51032902	6.58889663	2.04903381	1.96340686	3.25550073	6.20451409	3.0107221	3.27681007	1.7053636
ANKRD30B	0.65060046	0.56976883	0.16228839	6.16211847	0.01565326	0.07838212	2.80349371	0.0	0.0
