0,1,2,3,4,5
ENSG00000225662,AC012519.1,processed_pseudogene,62779176,62779785,3
ENSG00000233844,KCNQ5-IT1,sense_intronic,72630495,72678558,6
ENSG00000138663,COPS4,protein_coding,83034447,83075818,4
ENSG00000145808,ADAMTS19,protein_coding,129460265,129738683,5
ENSG00000150261,OR8K1,protein_coding,56345945,56347031,11
ENSG00000176198,OR11H4,protein_coding,20239286,20244349,14
ENSG00000258806,OR11H7,polymorphic_pseudogene,20229402,20230346,14
ENSG00000132693,CRP,protein_coding,159712289,159714589,1
ENSG00000284728,AF228730.8,unprocessed_pseudogene,7227853,7228073,8
ENSG00000258205,AC079598.5,processed_pseudogene,87746567,87746683,12
ENSG00000154175,ABI3BP,protein_coding,100749156,100993515,3
ENSG00000278399,AC026120.1,unprocessed_pseudogene,56981211,56985960,12
ENSG00000263083,TAS2R64P,transcribed_processed_pseudogene,11076769,11079171,CHR_HSCHR12_2_CTG2
ENSG00000262293,AC242308.1,processed_pseudogene,11097196,11097291,CHR_HSCHR12_2_CTG2
ENSG00000214249,CTAGE11P,processed_pseudogene,75237944,75240296,13
ENSG00000272718,AC006518.3,processed_pseudogene,10831074,10832016,CHR_HSCHR12_2_CTG2
ENSG00000273092,TAS2R20,protein_coding,10996495,10997875,CHR_HSCHR12_2_CTG2
ENSG00000235965,AP000431.2,lincRNA,19046310,19047684,21
ENSG00000275406,AL359742.1,unprocessed_pseudogene,226331999,226333655,1
ENSG00000267046,E2F3P1,processed_pseudogene,35490009,35491238,17
ENSG00000279912,AC068448.1,TEC,32182551,32186475,15
ENSG00000205045,SLFN12L,protein_coding,35464249,35537861,17
ENSG00000273144,TAS2R15P,processed_pseudogene,10964425,10965352,CHR_HSCHR12_2_CTG2
ENSG00000174123,TLR10,protein_coding,38772239,38782990,4
ENSG00000249730,OR10J4,polymorphic_pseudogene,159432204,159433138,1
ENSG00000172349,IL16,protein_coding,81159575,81314058,15
ENSG00000258822,OR4K16P,transcribed_unprocessed_pseudogene,19954490,19957996,14
ENSG00000271725,AC103858.1,3prime_overlapping_ncRNA,81303215,81309391,15
ENSG00000196184,OR10J1,protein_coding,159437845,159443078,1
ENSG00000254471,AP001284.1,processed_pseudogene,79987513,79989630,11
ENSG00000258800,AL136038.2,lincRNA,63598874,63599248,14
ENSG00000183508,FAM46C,protein_coding,117605934,117628372,1
ENSG00000279119,AC006449.7,TEC,38727833,38728198,17
ENSG00000185883,ATP6V0C,protein_coding,2513870,2520218,16
ENSG00000267141,AC012615.4,antisense_RNA,1860250,1862019,19
ENSG00000235340,MCCD1P2,unprocessed_pseudogene,29983944,29984821,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000223352,HLA-U,unprocessed_pseudogene,29923817,29924002,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000225516,FAM197Y5,lincRNA,9458613,9465974,Y
ENSG00000217135,AL590004.1,processed_pseudogene,3921847,3922146,6
ENSG00000241932,AC092324.1,processed_pseudogene,12881170,12881493,16
ENSG00000074771,NOX3,protein_coding,155395370,155455903,6
ENSG00000178188,SH2B1,protein_coding,28846600,28874212,16
ENSG00000282859,AC003992.1,sense_intronic,114560961,114561517,7
ENSG00000204701,OR2J3,protein_coding,29108059,29114770,6
ENSG00000229228,LINC00582,antisense_RNA,231591292,231612090,1
ENSG00000260386,LINC01225,transcribed_unitary_pseudogene,31500085,31509648,1
ENSG00000227565,NFKBIL1,protein_coding,31586326,31598283,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000224165,DNAJC27-AS1,antisense_RNA,24971390,25039694,2
ENSG00000274834,AC010333.3,lincRNA,12614451,12614852,16
ENSG00000228793,AL138881.1,lincRNA,3594247,3624747,6
ENSG00000235532,LINC00402,lincRNA,74231457,74259976,13
ENSG00000223577,HCG27,processed_transcript,31276325,31282581,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000249265,AC113167.1,lincRNA,89944910,89947573,5
ENSG00000248555,LINC01339,processed_transcript,90158339,90290071,5
ENSG00000214942,AC008448.1,lincRNA,89900664,89904908,5
ENSG00000224120,C6orf136,protein_coding,30725496,30731566,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000101203,COL20A1,protein_coding,63293186,63334851,20
ENSG00000277156,AL589743.5,processed_pseudogene,19267115,19268164,14
ENSG00000187010,RHD,protein_coding,25272393,25330445,1
ENSG00000226303,ZDHHC20P1,processed_pseudogene,29707631,29708053,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000274068,AL449266.1,protein_coding,108837660,108963484,1
ENSG00000231522,LINC02570,processed_transcript,30829379,30838017,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000232441,CR788250.2,unprocessed_pseudogene,32561005,32561100,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000230366,DSCR9,lincRNA,37208503,37221736,21
ENSG00000224280,AC005014.1,processed_pseudogene,16583782,16586757,7
ENSG00000234689,LINC00444,lincRNA,47905329,47907357,13
ENSG00000228573,AL138962.1,lincRNA,47825330,47835956,13
ENSG00000234169,LINC01868,lincRNA,100669892,100676038,2
ENSG00000227259,HMGN2P22,processed_pseudogene,100591150,100591324,2
ENSG00000239315,RPL19P13,processed_pseudogene,11256020,11256602,8
ENSG00000253576,AF181450.1,antisense_RNA,91975908,91977418,8
ENSG00000282726,IGHV4-28,IG_V_gene,106325025,106325531,CHR_HSCHR14_3_CTG1
ENSG00000241002,AC017007.3,processed_pseudogene,112738672,112739106,4
ENSG00000240401,AC012358.3,antisense_RNA,55282350,55346049,2
ENSG00000224771,ATP2B2-IT2,sense_intronic,10626021,10626807,3
ENSG00000250046,AC106864.2,lincRNA,112693047,112706810,4
ENSG00000272772,AC104109.3,protein_coding,134167170,134226071,5
ENSG00000253171,AC037450.1,antisense_RNA,87974165,88019113,8
ENSG00000230726,HLA-DRA,protein_coding,32515215,32520425,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000276174,AC087683.2,sense_intronic,42052705,42053030,18
ENSG00000220446,AL121978.1,processed_pseudogene,5291030,5291388,6
ENSG00000275815,KIR2DP1,unprocessed_pseudogene,54754998,54767346,CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
ENSG00000254556,AF131215.2,sense_intronic,11136898,11138607,8
ENSG00000225845,BTNL2,protein_coding,32470120,32483292,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000127249,ATP13A4,protein_coding,193402077,193593111,3
ENSG00000214487,OR7E148P,unprocessed_pseudogene,8427640,8428610,12
ENSG00000127252,HRASLS,protein_coding,193241125,193277738,3
ENSG00000179918,SEPHS2,protein_coding,30443631,30446181,16
ENSG00000283051,LINC01668,lincRNA,42777819,42779994,21
ENSG00000275778,AC018630.6,protein_coding,10845849,11171598,12
ENSG00000232747,IGKV1D-35,IG_V_pseudogene,89895502,89895772,2
ENSG00000212127,TAS2R14,protein_coding,10937406,11171573,12
ENSG00000250036,IGKV1D-37,IG_V_gene,89884740,89885216,2
ENSG00000181109,OR52P1P,unitary_pseudogene,5726502,5727464,11
ENSG00000138395,CDK15,protein_coding,201790461,201895550,2
ENSG00000135622,SEMA4F,protein_coding,74654228,74683853,2
ENSG00000248100,AC087257.1,lincRNA,27547050,27552773,12
ENSG00000254009,IGKV2D-38,IG_V_pseudogene,89872463,89872702,2
ENSG00000015676,NUDCD3,protein_coding,44379121,44490880,7
ENSG00000284673,AC092865.6,transcribed_unprocessed_pseudogene,8396423,8396641,12
ENSG00000272732,AC004982.1,lincRNA,7550104,7552440,7
ENSG00000273035,AC007684.1,sense_intronic,39323328,39323804,2
ENSG00000254753,AC022690.2,lincRNA,13844101,13849109,8
ENSG00000221845,C7orf65,lincRNA,47655244,47661648,7
ENSG00000236078,LINC01447,lincRNA,47621939,47629893,7
ENSG00000282198,AC243657.2,transcribed_processed_pseudogene,28930704,28930991,CHR_HSCHR15_4_CTG8
ENSG00000281395,OR2T7,protein_coding,248447273,248448199,CHR_HSCHR1_2_CTG32_1
ENSG00000233096,AC099541.1,lincRNA,40970541,40971578,3
ENSG00000234075,RPL35AP,processed_pseudogene,47478214,47479010,20
ENSG00000244441,AC126182.2,processed_pseudogene,120512850,120513188,3
ENSG00000205409,OR52E6,protein_coding,5840928,5841952,11
ENSG00000181017,OR56B2P,transcribed_unprocessed_pseudogene,5761153,5767465,11
ENSG00000180988,OR52N2,protein_coding,5820314,5821348,11
ENSG00000181023,OR56B1,protein_coding,5736448,5738522,11
ENSG00000132661,NXT1,protein_coding,23350736,23354777,20
ENSG00000223498,AL929302.1,processed_pseudogene,16897651,16898521,X
ENSG00000284748,AL513220.1,bidirectional_promoter_lncRNA,37596126,37607336,1
ENSG00000251364,AC107884.1,antisense_RNA,7427266,7512515,11
ENSG00000223359,CR354545.1,unprocessed_pseudogene,32524368,32524463,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000116199,FAM20B,protein_coding,179025804,179076562,1
ENSG00000226260,HLA-DRA,protein_coding,32478466,32483677,CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000179083,FAM133A,protein_coding,93674013,93712274,X
ENSG00000259180,AC012378.1,antisense_RNA,55680385,55681463,15
ENSG00000184999,SLC22A10,protein_coding,63137867,63369718,11
ENSG00000183336,BOLA2,protein_coding,29443056,29454964,16
ENSG00000228076,AL591719.1,processed_pseudogene,108766841,108767584,1
ENSG00000270251,AL670379.1,processed_pseudogene,120986388,120986639,X
ENSG00000271128,AC008608.1,processed_pseudogene,134081914,134082040,5
ENSG00000233746,LINC00656,lincRNA,23125068,23132621,20
ENSG00000258308,AC079907.2,lincRNA,101954998,101962390,12
ENSG00000248896,AC105001.1,antisense_RNA,10729314,10771392,8
ENSG00000276095,LINC01663,lincRNA,18873543,18894407,22
ENSG00000175489,LRRC25,protein_coding,18391144,18397617,19
ENSG00000236126,CT47A3,protein_coding,120972746,120976068,X
ENSG00000270771,AL670379.8,processed_pseudogene,120971808,120972059,X
ENSG00000279212,AL390961.4,TEC,26695091,26697625,10
ENSG00000227932,AL390961.1,transcribed_unitary_pseudogene,26664206,26697295,10
ENSG00000077238,IL4R,protein_coding,27313668,27364778,16
ENSG00000178804,H1FOO,protein_coding,129543214,129551467,3
ENSG00000244381,AC007849.2,processed_pseudogene,169709295,169709765,3
ENSG00000178636,AC092656.1,transcribed_processed_pseudogene,119192773,119212644,4
ENSG00000214342,ATP5F1P2,processed_pseudogene,94738652,94739411,7
ENSG00000121381,TAS2R9,protein_coding,10809094,10810168,12
ENSG00000279305,AC134026.1,TEC,154334809,154337047,3
ENSG00000272142,AL359643.3,lincRNA,5029972,5043449,6
ENSG00000282391,AC024940.8,processed_pseudogene,31246713,31246958,CHR_HSCHR12_4_CTG2
ENSG00000085760,MTIF2,protein_coding,55236595,55269347,2
ENSG00000278110,SUSD2P2,unprocessed_pseudogene,18623339,18625289,22
ENSG00000283072,AL158175.1,lincRNA,22685391,22746107,20
ENSG00000242371,IGKV1-39,IG_V_gene,89319625,89320146,2
ENSG00000233419,AL121994.1,processed_pseudogene,25125053,25125454,1
ENSG00000276707,AC243773.1,antisense_RNA,36940049,36943456,17
ENSG00000284461,RABGEF1,protein_coding,66628958,66811459,7
ENSG00000275140,AC245389.2,unprocessed_pseudogene,148772640,148784594,1
ENSG00000229162,AL445471.1,antisense_RNA,24961345,24963097,1
ENSG00000280754,AC009286.1,processed_pseudogene,22455773,22457423,CHR_HSCHR22_1_CTG3
ENSG00000262139,ANO4,protein_coding,101111599,101128641,CHR_HSCHR12_3_CTG2_1
ENSG00000010322,NISCH,protein_coding,52455118,52493071,3
ENSG00000187231,SESTD1,protein_coding,179101692,179264790,2
ENSG00000224071,AC009474.1,processed_pseudogene,66820684,66822570,2
ENSG00000243335,KCTD7,protein_coding,66628767,66649067,7
ENSG00000229643,LINC00280,lincRNA,6357219,6361413,Y
ENSG00000217482,HMGB1P17,processed_pseudogene,135636086,135636713,6
ENSG00000066322,ELOVL1,protein_coding,43363397,43368074,1
ENSG00000105404,RABAC1,protein_coding,41956681,41959390,19
ENSG00000242590,AL645608.6,sense_intronic,1055033,1056116,1
ENSG00000183049,CAMK1D,protein_coding,12349482,12835545,10
ENSG00000122824,NUDT10,protein_coding,51332231,51337525,X
ENSG00000230003,AL445646.1,processed_pseudogene,72445754,72445969,9
ENSG00000235769,LY6G6E,protein_coding,31788620,31790096,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000188157,AGRN,protein_coding,1020123,1056118,1
ENSG00000115474,KCNJ13,protein_coding,232766464,232776568,2
ENSG00000237828,PA2G4P1,processed_pseudogene,120868611,120869807,X
ENSG00000140854,KATNB1,protein_coding,57735730,57757250,16
ENSG00000259580,AC023908.2,processed_transcript,39770559,39801333,15
ENSG00000281949,AC068473.7,antisense_RNA,79708475,79709405,CHR_HSCHR18_3_CTG2_1
ENSG00000277367,AL929601.4,processed_pseudogene,18889084,18890424,14
ENSG00000112541,PDE10A,protein_coding,165327287,165986603,6
ENSG00000163885,CFAP100,protein_coding,126394939,126436556,3
ENSG00000223897,AC069157.1,processed_pseudogene,53486144,53486280,2
ENSG00000234196,ZBTB12,protein_coding,31976089,31978474,CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000168887,C2orf68,protein_coding,85606654,85612066,2
ENSG00000261451,AC104964.2,sense_overlapping,10433672,10438312,8
ENSG00000267313,KC6,lincRNA,41465783,41632185,18
ENSG00000277909,SPC25,protein_coding,168834132,168930360,CHR_HSCHR2_1_CTG7_2
ENSG00000227708,LINC01850,lincRNA,153337705,153357422,2
ENSG00000255763,MRPS18CP4,processed_pseudogene,14237091,14237321,12
ENSG00000227760,AC135001.1,processed_pseudogene,14192002,14192284,12
ENSG00000159147,DONSON,protein_coding,33559542,33588708,21
ENSG00000256044,AC026333.2,processed_pseudogene,122749481,122749586,12
ENSG00000188848,BEND4,protein_coding,42110938,42152878,4
ENSG00000177888,ZBTB41,protein_coding,197153680,197200542,1
ENSG00000267258,PPIAP58,processed_pseudogene,29921182,29921653,19
ENSG00000144635,DYNC1LI1,protein_coding,32525971,32570874,3
ENSG00000232320,AC009299.2,processed_pseudogene,161340816,161341326,2
ENSG00000114654,EFCC1,protein_coding,129001629,129040742,3
ENSG00000187695,AC112484.1,protein_coding,128909874,128971330,3
ENSG00000188315,C3orf62,protein_coding,49268602,49277909,3
ENSG00000151116,UEVLD,protein_coding,18529609,18588747,11
ENSG00000245888,FLJ21408,antisense_RNA,27268205,27290492,16
ENSG00000163879,DNALI1,protein_coding,37556919,37566857,1
ENSG00000274825,AL023803.2,lincRNA,38955910,38956547,20
ENSG00000263237,AC106796.1,antisense_RNA,20385957,20391164,16
ENSG00000270453,AC007566.2,processed_pseudogene,92442077,92442489,7
ENSG00000234350,AC007405.1,lincRNA,170723086,170770768,2
ENSG00000256249,AC026333.3,lincRNA,122687125,122715979,12
ENSG00000141505,ASGR1,protein_coding,7173431,7179564,17
ENSG00000026103,FAS,protein_coding,88990582,89015785,10
ENSG00000236493,EIF2S2P3,processed_pseudogene,92668745,92669743,10
ENSG00000114656,KIAA1257,protein_coding,128909866,129002690,3
ENSG00000228054,RANP5,processed_pseudogene,109046828,109047482,1
ENSG00000241546,AC092910.2,processed_pseudogene,120041190,120041537,3
ENSG00000163877,SNIP1,protein_coding,37534449,37554344,1
ENSG00000260750,AC092720.1,lincRNA,87492555,87515635,16
ENSG00000262771,SSBP1,protein_coding,141744329,141752534,CHR_HSCHR7_1_CTG6
ENSG00000267270,PARD6G-AS1,antisense_RNA,80147924,80178432,18
ENSG00000215177,IGLV8OR8-1,IG_V_pseudogene,47202444,47202897,8
ENSG00000274252,GGTLC3,protein_coding,18516344,18518161,22
ENSG00000077279,DCX,protein_coding,111293779,111412429,X
ENSG00000185972,CCIN,protein_coding,36169394,36171334,9
ENSG00000278416,PMS2P2,unprocessed_pseudogene,75344015,75359550,7
ENSG00000275060,PPP1R26P3,unprocessed_pseudogene,18400407,18404206,22
ENSG00000177627,C12orf54,protein_coding,48482503,48496512,12
ENSG00000204385,SLC44A4,protein_coding,31863192,31879046,6
ENSG00000257002,AP000438.1,antisense_RNA,62909546,62918361,11
ENSG00000177873,ZNF619,protein_coding,40477113,40490236,3
ENSG00000253803,AC091163.3,processed_pseudogene,46870902,46872045,8
ENSG00000276563,AL359075.3,processed_pseudogene,178017127,178017343,1
ENSG00000226545,AL357552.1,unprocessed_pseudogene,8798475,8799506,1
ENSG00000101442,ACTR5,protein_coding,38748442,38772520,20
ENSG00000223777,AC092162.1,processed_pseudogene,176809426,176809859,2
ENSG00000168894,RNF181,protein_coding,85595725,85597613,2
ENSG00000260580,AC009035.1,lincRNA,26721874,26729126,16
ENSG00000205765,C5orf51,protein_coding,41904188,41921636,5
ENSG00000274925,AC008741.2,lincRNA,25257952,25261066,16
ENSG00000175105,ZNF654,protein_coding,88059274,88144665,3
ENSG00000262785,PKLR,protein_coding,155305243,155316838,CHR_HSCHR1_2_CTG31
ENSG00000177697,CD151,protein_coding,832843,839831,11
ENSG00000270022,Z93241.1,lincRNA,42615244,42615907,22
ENSG00000282495,IGHD1-7,IG_D_gene,105910678,105910694,CHR_HSCHR14_3_CTG1
ENSG00000264000,AP005059.1,antisense_RNA,5567130,5570942,18
ENSG00000261893,CLK2,protein_coding,155278272,155293895,CHR_HSCHR1_2_CTG31
ENSG00000204387,C6orf48,protein_coding,31834608,31839766,6
ENSG00000279149,AL356750.1,TEC,30344672,30347167,13
ENSG00000228423,AL357552.2,lincRNA,8805860,8807051,1
ENSG00000225923,AC092393.1,processed_pseudogene,96390652,96391393,1
ENSG00000266114,AC015908.4,lincRNA,10792059,10794985,17
ENSG00000186364,NUDT17,protein_coding,145845629,145848953,1
ENSG00000065308,TRAM2,protein_coding,52497402,52576915,6
ENSG00000261433,AC002347.1,lincRNA,10658542,10659082,17
ENSG00000117400,MPL,protein_coding,43337849,43352772,1
ENSG00000182308,DCAF4L1,protein_coding,41981696,41986467,4
ENSG00000233956,BTF3P6,processed_pseudogene,33518610,33519108,21
ENSG00000180438,TPRXL,transcribed_processed_pseudogene,13937273,14082811,3
ENSG00000272485,AL392183.1,lincRNA,774747,780214,6
ENSG00000267146,AC012301.1,antisense_RNA,56872668,56873970,18
ENSG00000272463,AL357054.4,lincRNA,708592,711405,6
ENSG00000007174,DNAH9,protein_coding,11598431,11969748,17
ENSG00000185278,ZBTB37,protein_coding,173868082,173903549,1
ENSG00000278693,ASB2,protein_coding,93934153,93976791,CHR_HSCHR14_7_CTG1
ENSG00000267202,AC090386.1,antisense_RNA,37273706,37276572,18
ENSG00000276427,IGLL4P,unprocessed_pseudogene,20632619,20632751,22
ENSG00000234830,FAM197Y9,transcribed_unprocessed_pseudogene,6256267,6263953,Y
ENSG00000216316,AL022722.1,processed_pseudogene,119269133,119269714,6
ENSG00000280626,AC226496.2,unprocessed_pseudogene,68696372,68697104,CHR_HSCHR4_1_CTG9
ENSG00000237138,HUNK-AS1,antisense_RNA,32020966,32021782,21
ENSG00000271870,AC024060.1,antisense_RNA,3152942,3153435,3
ENSG00000204257,HLA-DMA,protein_coding,32948613,32969094,6
ENSG00000282445,RPL15P20,processed_pseudogene,16016803,16017400,CHR_HSCHR16_1_CTG1
ENSG00000249726,TUBB1P1,unprocessed_pseudogene,18386974,18389151,Y
ENSG00000233645,AL358876.2,lincRNA,8218190,8220529,1
ENSG00000233522,FAM224A,lincRNA,18326253,18353210,Y
ENSG00000281095,AC233263.5,unprocessed_pseudogene,90309230,90309333,CHR_HSCHR2_1_CTG7
ENSG00000237917,PARP4P1,unprocessed_pseudogene,26594851,26634652,Y
ENSG00000114166,KAT2B,protein_coding,20040023,20154404,3
ENSG00000277283,AC004812.2,antisense_RNA,120116907,120119000,12
ENSG00000229358,DPY19L1P1,unprocessed_pseudogene,32580949,32761787,7
ENSG00000234893,HCG18,processed_transcript,30280294,30316632,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000280350,LINC01726,lincRNA,21610787,21703585,20
ENSG00000235123,DSCAM-AS1,antisense_RNA,40383083,40385358,21
ENSG00000282105,RPL41P2,processed_pseudogene,28428588,28428996,CHR_HSCHR15_4_CTG8
ENSG00000236683,HMGA1P1,processed_pseudogene,26748029,26749090,X
ENSG00000232326,TAP2,protein_coding,32912700,32929495,CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000213484,EIF4A1P8,processed_pseudogene,92136875,92138370,10
ENSG00000120160,EQTN,protein_coding,27284659,27297139,9
ENSG00000130385,BMP15,protein_coding,50910784,50916607,X
ENSG00000146926,ASB10,protein_coding,151175698,151187832,7
ENSG00000267425,LINC01928,lincRNA,11454478,11465996,18
ENSG00000267252,LINC01255,lincRNA,11488570,11506983,18
ENSG00000282412,AC243629.3,antisense_RNA,15970173,15971302,CHR_HSCHR16_1_CTG1
ENSG00000255680,AC091564.7,antisense_RNA,6618790,6619764,11
ENSG00000230956,AL024493.1,processed_pseudogene,88096393,88097225,X
ENSG00000185596,WASH3P,transcribed_unprocessed_pseudogene,101961603,101976543,15
ENSG00000081803,CADPS2,protein_coding,122318425,122886759,7
ENSG00000105171,POP4,protein_coding,29604017,29617237,19
ENSG00000196504,PRPF40A,protein_coding,152651593,152717997,2
ENSG00000213866,YBX1P10,processed_pseudogene,35971344,35972318,9
ENSG00000162496,DHRS3,protein_coding,12567910,12617731,1
ENSG00000259616,AC104574.2,lincRNA,61298791,61635449,15
ENSG00000177693,OR4F4,protein_coding,101922042,101923095,15
ENSG00000232848,AL034417.1,processed_pseudogene,8057245,8058463,1
ENSG00000255519,AC103855.4,processed_pseudogene,45514187,45514451,11
ENSG00000158352,SHROOM4,protein_coding,50591647,50814302,X
ENSG00000259635,AC100830.1,antisense_RNA,64701248,64719602,15
ENSG00000237775,DDR1-AS1,antisense_RNA,30866982,30875918,6
ENSG00000116285,ERRFI1,protein_coding,8004404,8026308,1
ENSG00000274036,KIR3DL1,protein_coding,54824676,54838980,CHR_HSCHR19_4_CTG3_1
ENSG00000229310,RPP40P1,processed_pseudogene,25591353,25591808,X
ENSG00000228519,AC097263.1,processed_pseudogene,25645722,25646327,X
ENSG00000176812,AC112778.1,processed_pseudogene,25194381,25195207,X
ENSG00000164099,PRSS12,protein_coding,118280038,118353003,4
ENSG00000185627,PSMD13,protein_coding,236546,252984,11
ENSG00000184494,NEU1,protein_coding,31848038,31853285,CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000266505,AL354674.1,lincRNA,30022021,30023800,13
ENSG00000267284,AC022031.2,lincRNA,55721063,55788761,18
ENSG00000255164,AF235103.1,antisense_RNA,144992914,144994837,8
ENSG00000250202,AC093827.2,processed_pseudogene,86876338,86876652,4
ENSG00000274843,MUC20,protein_coding,195719081,195738792,CHR_HSCHR3_3_CTG3
ENSG00000128645,HOXD1,protein_coding,176188579,176190907,2
ENSG00000231083,AC011747.1,lincRNA,8600892,8622942,2
ENSG00000184140,OR4F6,protein_coding,101803509,101806887,15
ENSG00000188996,HUS1B,protein_coding,655939,656963,6
ENSG00000237919,AL158840.1,antisense_RNA,70013982,70031222,1
ENSG00000004468,CD38,protein_coding,15778275,15853230,4
ENSG00000229359,PIN1P1,transcribed_processed_pseudogene,69919322,69920317,1
ENSG00000169402,RSPH10B2,protein_coding,6754109,6799365,7
ENSG00000276392,KIR2DL5A,protein_coding,54819505,54829001,CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1
ENSG00000234888,OFD1P15Y,unprocessed_pseudogene,26055779,26088493,Y
ENSG00000233052,AL513304.1,sense_intronic,1361001,1361637,10
ENSG00000230433,AL031770.1,antisense_RNA,524171,525581,6
ENSG00000224969,AL645608.2,antisense_RNA,1011997,1013193,1
ENSG00000178498,DTX3,protein_coding,57604622,57609804,12
ENSG00000174749,FAM241A,protein_coding,112145397,112195256,4
ENSG00000225855,RUSC1-AS1,antisense_RNA,155316863,155324176,1
ENSG00000265545,AP005403.1,processed_pseudogene,4459230,4459458,18
ENSG00000198146,ZNF770,protein_coding,34978341,34988287,15
ENSG00000001631,KRIT1,protein_coding,92198969,92246166,7
ENSG00000215440,NPEPL1,protein_coding,58689131,58719238,20
ENSG00000185818,NAT8L,protein_coding,2059512,2069089,4
ENSG00000276463,TAF9,protein_coding,69364756,69370027,CHR_HSCHR5_2_CTG1_1
ENSG00000178821,TMEM52,protein_coding,1917590,1919273,1
ENSG00000185610,DBX2,protein_coding,45014672,45051099,12
ENSG00000225256,TRAPPC2P5,unprocessed_pseudogene,25699451,25702562,Y
ENSG00000274310,AC091076.1,unprocessed_pseudogene,54467208,54470609,8
ENSG00000267320,AC005580.1,lincRNA,28316705,28386204,19
ENSG00000150471,ADGRL3,protein_coding,61201258,62078335,4
ENSG00000261061,AC092718.4,sense_intronic,81030770,81031485,16
ENSG00000169347,GP2,protein_coding,20309572,20327808,16
ENSG00000244005,NFS1,protein_coding,35668055,35699359,20
ENSG00000276428,AC245505.3,processed_pseudogene,22066016,22066373,14
ENSG00000101746,NOL4,protein_coding,33851100,34224952,18
ENSG00000267746,AC104985.1,antisense_RNA,34222965,34224761,18
ENSG00000263105,AC009171.2,lincRNA,4180117,4183515,16
ENSG00000152049,KCNE4,protein_coding,223051814,223198399,2
ENSG00000278021,PRAMEF8,protein_coding,13299884,13303717,CHR_HSCHR1_2_CTG3
ENSG00000277022,AL031663.3,lincRNA,45435272,45448325,20
ENSG00000278943,AC079228.1,TEC,145376909,145377957,4
ENSG00000253887,AC022784.4,lincRNA,9255349,9260295,8
ENSG00000274360,OR6W1P,transcribed_unprocessed_pseudogene,143123517,143124772,CHR_HSCHR7_2_CTG6
ENSG00000260034,LCMT1-AS2,antisense_RNA,25140577,25149032,16
ENSG00000277378,OR6V1,protein_coding,143113507,143114534,CHR_HSCHR7_2_CTG6
ENSG00000277974,TBC1D3H,protein_coding,36377903,36388795,CHR_HSCHR17_7_CTG4
ENSG00000276299,PRAMEF25,protein_coding,13169610,13178799,CHR_HSCHR1_2_CTG3
ENSG00000273914,OR9A2,protein_coding,143087345,143088382,CHR_HSCHR7_2_CTG6
ENSG00000236878,MTATP6P26,processed_pseudogene,120211054,120211715,2
ENSG00000277075,HIST1H2AE,protein_coding,26216975,26217483,6
ENSG00000257999,AC016257.1,antisense_RNA,105102472,105107179,12
ENSG00000237862,Z94160.1,sense_intronic,37352190,37354839,22
ENSG00000280877,FABP5P13,processed_pseudogene,522755,523082,CHR_HSCHRX_2_CTG3
ENSG00000254999,BRK1,protein_coding,10115592,10127190,3
ENSG00000105376,ICAM5,protein_coding,10289981,10296778,19
ENSG00000130590,SAMD10,protein_coding,63974113,63980008,20
ENSG00000236594,RPS27AP14,processed_pseudogene,1164414,1164867,9
ENSG00000268112,AC008761.1,antisense_RNA,17727840,17734513,19
ENSG00000213613,RPL11P3,processed_pseudogene,87945502,87946024,10
ENSG00000237412,PRSS56,protein_coding,232520463,232525716,2
ENSG00000231441,AL512422.2,antisense_RNA,56844002,56864078,6
ENSG00000248618,ENPP7P3,processed_pseudogene,130167790,130168030,3
ENSG00000279695,AL359757.2,TEC,25141536,25141809,13
ENSG00000237834,MOG,protein_coding,29653572,29668964,CHR_HSCHR6_MHC_COX_CTG1
ENSG00000151846,PABPC3,protein_coding,25095868,25099254,13
ENSG00000276958,AL590099.1,unprocessed_pseudogene,25017766,25017903,13
ENSG00000225330,AF064860.1,sense_overlapping,39630271,39726085,21
ENSG00000272693,AC073107.1,lincRNA,65647010,65770810,7
ENSG00000231144,EEF1A1P40,processed_pseudogene,107032248,107032820,X
ENSG00000088970,KIZ,protein_coding,21125983,21246622,20
ENSG00000263270,AC093689.2,lincRNA,34657606,34669432,CHR_HSCHR4_1_CTG6
ENSG00000242268,LINC02082,lincRNA,168903366,168921996,3
ENSG00000227888,FAM66A,lincRNA,12362019,12388296,8
